: | countries
Viên | Áo | Berlin | Đức
sắc nét | sắc nét hơn | lạnh | lạnh hơn
sắc nét | sắc nét hơn | mát_mẻ | mát
sắc nét | sắc nét hơn | sâu | sâu_sắc hơn
sắc nét | sắc nét hơn | dễ_dàng | dễ_dàng hơn
sắc nét | sắc nét hơn | nhanh_chóng | nhanh hơn
sắc nét | sắc nét hơn | tốt | tốt hơn
sắc nét | sắc nét hơn | tuyệt_vời | lớn hơn
sắc nét | sắc nét hơn | khó_khăn | khó hơn
sắc nét | sắc nét hơn | nặng | nặng hơn
sắc nét | sắc nét hơn | cao | cao hơn
sắc nét | sắc nét hơn | nóng | nóng hơn
sắc nét | sắc nét hơn | lớn | lớn hơn
sắc nét | sắc nét hơn | dài | lâu hơn
sắc nét | sắc nét hơn | to | to hơn
sắc nét | sắc nét hơn | thấp | thấp hơn
sắc nét | sắc nét hơn | mới | mới hơn
sắc nét | sắc nét hơn | cũ | lớn hơn
sắc nét | sắc nét hơn | nhanh_chóng | nhanh hơn
sắc nét | sắc nét hơn | an_toàn | an_toàn hơn
ngắn | ngắn hơn | đơn_giản | đơn_giản hơn
ngắn | ngắn hơn | chậm | chậm hơn
ngắn | ngắn hơn | nhỏ | nhỏ hơn
ngắn | ngắn hơn | thông_minh | thông_minh hơn
ngắn | ngắn hơn | mạnh_mẽ | mạnh_mẽ hơn
ngắn | ngắn hơn | cao | cao hơn
ngắn | ngắn hơn | chặt_chẽ | chặt_chẽ hơn
ngắn | ngắn hơn | khó_khăn | khó_khăn hơn
ngắn | ngắn hơn | ấm_áp | ấm hơn
ngắn | ngắn hơn | yếu | yếu hơn
ngắn | ngắn hơn | rộng | rộng hơn
ngắn | ngắn hơn | trẻ | trẻ hơn
ngắn | ngắn hơn | xấu | tệ hơn
ngắn | ngắn hơn | lớn | lớn hơn
ngắn | ngắn hơn | sáng | sáng hơn
ngắn | ngắn hơn | lạnh | lạnh hơn
ngắn | ngắn hơn | mát_mẻ | mát
ngắn | ngắn hơn | sâu | sâu_sắc hơn
ngắn | ngắn hơn | dễ_dàng | dễ_dàng hơn
ngắn | ngắn hơn | nhanh_chóng | nhanh hơn
ngắn | ngắn hơn | tốt | tốt hơn
ngắn | ngắn hơn | tuyệt_vời | lớn hơn
ngắn | ngắn hơn | khó_khăn | khó hơn
ngắn | ngắn hơn | nặng | nặng hơn
ngắn | ngắn hơn | cao | cao hơn
ngắn | ngắn hơn | nóng | nóng hơn
ngắn | ngắn hơn | lớn | lớn hơn
ngắn | ngắn hơn | dài | lâu hơn
ngắn | ngắn hơn | to | to hơn
ngắn | ngắn hơn | thấp | thấp hơn
ngắn | ngắn hơn | mới | mới hơn
ngắn | ngắn hơn | cũ | lớn hơn
ngắn | ngắn hơn | nhanh_chóng | nhanh hơn
ngắn | ngắn hơn | an_toàn | an_toàn hơn
đơn_giản | đơn_giản hơn | chậm | chậm hơn
đơn_giản | đơn_giản hơn | nhỏ | nhỏ hơn
đơn_giản | đơn_giản hơn | thông_minh | thông_minh hơn
đơn_giản | đơn_giản hơn | mạnh_mẽ | mạnh_mẽ hơn
đơn_giản | đơn_giản hơn | cao | cao hơn
đơn_giản | đơn_giản hơn | chặt_chẽ | chặt_chẽ hơn
đơn_giản | đơn_giản hơn | khó_khăn | khó_khăn hơn
đơn_giản | đơn_giản hơn | ấm_áp | ấm hơn
đơn_giản | đơn_giản hơn | yếu | yếu hơn
đơn_giản | đơn_giản hơn | rộng | rộng hơn
đơn_giản | đơn_giản hơn | trẻ | trẻ hơn
đơn_giản | đơn_giản hơn | xấu | tệ hơn
đơn_giản | đơn_giản hơn | lớn | lớn hơn
đơn_giản | đơn_giản hơn | sáng | sáng hơn
đơn_giản | đơn_giản hơn | lạnh | lạnh hơn
đơn_giản | đơn_giản hơn | mát_mẻ | mát
đơn_giản | đơn_giản hơn | sâu | sâu_sắc hơn
đơn_giản | đơn_giản hơn | dễ_dàng | dễ_dàng hơn
đơn_giản | đơn_giản hơn | nhanh_chóng | nhanh hơn
đơn_giản | đơn_giản hơn | tốt | tốt hơn
đơn_giản | đơn_giản hơn | tuyệt_vời | lớn hơn
đơn_giản | đơn_giản hơn | khó_khăn | khó hơn
đơn_giản | đơn_giản hơn | nặng | nặng hơn
đơn_giản | đơn_giản hơn | cao | cao hơn
đơn_giản | đơn_giản hơn | nóng | nóng hơn
đơn_giản | đơn_giản hơn | lớn | lớn hơn
đơn_giản | đơn_giản hơn | dài | lâu hơn
đơn_giản | đơn_giản hơn | to | to hơn
đơn_giản | đơn_giản hơn | thấp | thấp hơn
đơn_giản | đơn_giản hơn | mới | mới hơn
đơn_giản | đơn_giản hơn | cũ | lớn hơn
đơn_giản | đơn_giản hơn | nhanh_chóng | nhanh hơn
đơn_giản | đơn_giản hơn | an_toàn | an_toàn hơn
đơn_giản | đơn_giản hơn | ngắn | ngắn hơn
chậm | chậm hơn | nhỏ | nhỏ hơn
chậm | chậm hơn | thông_minh | thông_minh hơn
chậm | chậm hơn | mạnh_mẽ | mạnh_mẽ hơn
chậm | chậm hơn | cao | cao hơn
chậm | chậm hơn | chặt_chẽ | chặt_chẽ hơn
chậm | chậm hơn | khó_khăn | khó_khăn hơn
chậm | chậm hơn | ấm_áp | ấm hơn
chậm | chậm hơn | yếu | yếu hơn
chậm | chậm hơn | rộng | rộng hơn
chậm | chậm hơn | trẻ | trẻ hơn
chậm | chậm hơn | xấu | tệ hơn
chậm | chậm hơn | lớn | lớn hơn
chậm | chậm hơn | sáng | sáng hơn
chậm | chậm hơn | lạnh | lạnh hơn
chậm | chậm hơn | mát_mẻ | mát
chậm | chậm hơn | sâu | sâu_sắc hơn
chậm | chậm hơn | dễ_dàng | dễ_dàng hơn
chậm | chậm hơn | nhanh_chóng | nhanh hơn
chậm | chậm hơn | tốt | tốt hơn
chậm | chậm hơn | tuyệt_vời | lớn hơn
chậm | chậm hơn | khó_khăn | khó hơn
chậm | chậm hơn | nặng | nặng hơn
chậm | chậm hơn | cao | cao hơn
chậm | chậm hơn | nóng | nóng hơn
chậm | chậm hơn | lớn | lớn hơn
chậm | chậm hơn | dài | lâu hơn
chậm | chậm hơn | to | to hơn
chậm | chậm hơn | thấp | thấp hơn
chậm | chậm hơn | mới | mới hơn
chậm | chậm hơn | cũ | lớn hơn
chậm | chậm hơn | nhanh_chóng | nhanh hơn
chậm | chậm hơn | an_toàn | an_toàn hơn
chậm | chậm hơn | ngắn | ngắn hơn
chậm | chậm hơn | đơn_giản | đơn_giản hơn
nhỏ | nhỏ hơn | thông_minh | thông_minh hơn
nhỏ | nhỏ hơn | mạnh_mẽ | mạnh_mẽ hơn
nhỏ | nhỏ hơn | cao | cao hơn
nhỏ | nhỏ hơn | chặt_chẽ | chặt_chẽ hơn
nhỏ | nhỏ hơn | khó_khăn | khó_khăn hơn
nhỏ | nhỏ hơn | ấm_áp | ấm hơn
nhỏ | nhỏ hơn | yếu | yếu hơn
nhỏ | nhỏ hơn | rộng | rộng hơn
nhỏ | nhỏ hơn | trẻ | trẻ hơn
nhỏ | nhỏ hơn | xấu | tệ hơn
nhỏ | nhỏ hơn | lớn | lớn hơn
nhỏ | nhỏ hơn | sáng | sáng hơn
nhỏ | nhỏ hơn | lạnh | lạnh hơn
nhỏ | nhỏ hơn | mát_mẻ | mát
nhỏ | nhỏ hơn | sâu | sâu_sắc hơn
nhỏ | nhỏ hơn | dễ_dàng | dễ_dàng hơn
nhỏ | nhỏ hơn | nhanh_chóng | nhanh hơn
nhỏ | nhỏ hơn | tốt | tốt hơn
nhỏ | nhỏ hơn | tuyệt_vời | lớn hơn
nhỏ | nhỏ hơn | khó_khăn | khó hơn
nhỏ | nhỏ hơn | nặng | nặng hơn
nhỏ | nhỏ hơn | cao | cao hơn
nhỏ | nhỏ hơn | nóng | nóng hơn
nhỏ | nhỏ hơn | lớn | lớn hơn
nhỏ | nhỏ hơn | dài | lâu hơn
nhỏ | nhỏ hơn | to | to hơn
nhỏ | nhỏ hơn | thấp | thấp hơn
nhỏ | nhỏ hơn | mới | mới hơn
nhỏ | nhỏ hơn | cũ | lớn hơn
nhỏ | nhỏ hơn | nhanh_chóng | nhanh hơn
nhỏ | nhỏ hơn | an_toàn | an_toàn hơn
nhỏ | nhỏ hơn | ngắn | ngắn hơn
nhỏ | nhỏ hơn | đơn_giản | đơn_giản hơn
nhỏ | nhỏ hơn | chậm | chậm hơn
thông_minh | thông_minh hơn | mạnh_mẽ | mạnh_mẽ hơn
thông_minh | thông_minh hơn | cao | cao hơn
thông_minh | thông_minh hơn | chặt_chẽ | chặt_chẽ hơn
thông_minh | thông_minh hơn | khó_khăn | khó_khăn hơn
thông_minh | thông_minh hơn | ấm_áp | ấm hơn
thông_minh | thông_minh hơn | yếu | yếu hơn
thông_minh | thông_minh hơn | rộng | rộng hơn
thông_minh | thông_minh hơn | trẻ | trẻ hơn
thông_minh | thông_minh hơn | xấu | tệ hơn
thông_minh | thông_minh hơn | lớn | lớn hơn
thông_minh | thông_minh hơn | sáng | sáng hơn
thông_minh | thông_minh hơn | lạnh | lạnh hơn
thông_minh | thông_minh hơn | mát_mẻ | mát
thông_minh | thông_minh hơn | sâu | sâu_sắc hơn
thông_minh | thông_minh hơn | dễ_dàng | dễ_dàng hơn
thông_minh | thông_minh hơn | nhanh_chóng | nhanh hơn
thông_minh | thông_minh hơn | tốt | tốt hơn
thông_minh | thông_minh hơn | tuyệt_vời | lớn hơn
thông_minh | thông_minh hơn | khó_khăn | khó hơn
thông_minh | thông_minh hơn | nặng | nặng hơn
thông_minh | thông_minh hơn | cao | cao hơn
thông_minh | thông_minh hơn | nóng | nóng hơn
thông_minh | thông_minh hơn | lớn | lớn hơn
thông_minh | thông_minh hơn | dài | lâu hơn
thông_minh | thông_minh hơn | to | to hơn
thông_minh | thông_minh hơn | thấp | thấp hơn
thông_minh | thông_minh hơn | mới | mới hơn
thông_minh | thông_minh hơn | cũ | lớn hơn
thông_minh | thông_minh hơn | nhanh_chóng | nhanh hơn
thông_minh | thông_minh hơn | an_toàn | an_toàn hơn
thông_minh | thông_minh hơn | ngắn | ngắn hơn
thông_minh | thông_minh hơn | đơn_giản | đơn_giản hơn
thông_minh | thông_minh hơn | chậm | chậm hơn
thông_minh | thông_minh hơn | nhỏ | nhỏ hơn
mạnh_mẽ | mạnh hơn | cao | cao hơn
mạnh_mẽ | mạnh hơn | chặt_chẽ | chặt_chẽ hơn
mạnh_mẽ | mạnh hơn | khó_khăn | khó_khăn hơn
mạnh_mẽ | mạnh hơn | ấm_áp | ấm hơn
mạnh_mẽ | mạnh hơn | yếu | yếu hơn
mạnh_mẽ | mạnh hơn | rộng | rộng hơn
mạnh_mẽ | mạnh hơn | trẻ | trẻ hơn
mạnh_mẽ | mạnh hơn | xấu | tệ hơn
mạnh_mẽ | mạnh hơn | lớn | lớn hơn
mạnh_mẽ | mạnh hơn | sáng | sáng hơn
mạnh_mẽ | mạnh hơn | lạnh | lạnh hơn
mạnh_mẽ | mạnh hơn | mát_mẻ | mát
mạnh_mẽ | mạnh hơn | sâu | sâu_sắc hơn
mạnh_mẽ | mạnh hơn | dễ_dàng | dễ_dàng hơn
mạnh_mẽ | mạnh hơn | nhanh_chóng | nhanh hơn
mạnh_mẽ | mạnh hơn | tốt | tốt hơn
mạnh_mẽ | mạnh hơn | tuyệt_vời | lớn hơn
mạnh_mẽ | mạnh hơn | khó_khăn | khó hơn
mạnh_mẽ | mạnh hơn | nặng | nặng hơn
mạnh_mẽ | mạnh hơn | cao | cao hơn
mạnh_mẽ | mạnh hơn | nóng | nóng hơn
mạnh_mẽ | mạnh hơn | lớn | lớn hơn
mạnh_mẽ | mạnh hơn | dài | lâu hơn
mạnh_mẽ | mạnh hơn | to | to hơn
mạnh_mẽ | mạnh hơn | thấp | thấp hơn
mạnh_mẽ | mạnh hơn | mới | mới hơn
mạnh_mẽ | mạnh hơn | cũ | lớn hơn
mạnh_mẽ | mạnh hơn | nhanh_chóng | nhanh hơn
mạnh_mẽ | mạnh hơn | an_toàn | an_toàn hơn
mạnh_mẽ | mạnh hơn | ngắn | ngắn hơn
mạnh_mẽ | mạnh hơn | đơn_giản | đơn_giản hơn
mạnh_mẽ | mạnh hơn | chậm | chậm hơn
mạnh_mẽ | mạnh hơn | nhỏ | nhỏ hơn
mạnh_mẽ | mạnh hơn | thông_minh | thông_minh hơn
cao | cao hơn | chặt_chẽ | chặt_chẽ hơn
cao | cao hơn | khó_khăn | khó_khăn hơn
cao | cao hơn | ấm_áp | ấm hơn
cao | cao hơn | yếu | yếu hơn
cao | cao hơn | rộng | rộng hơn
cao | cao hơn | trẻ | trẻ hơn
cao | cao hơn | xấu | tệ hơn
cao | cao hơn | lớn | lớn hơn
cao | cao hơn | sáng | sáng hơn
cao | cao hơn | lạnh | lạnh hơn
cao | cao hơn | mát_mẻ | mát
cao | cao hơn | sâu | sâu_sắc hơn
cao | cao hơn | dễ_dàng | dễ_dàng hơn
cao | cao hơn | nhanh_chóng | nhanh hơn
cao | cao hơn | tốt | tốt hơn
cao | cao hơn | tuyệt_vời | lớn hơn
cao | cao hơn | khó_khăn | khó hơn
cao | cao hơn | nặng | nặng hơn
cao | cao hơn | cao | cao hơn
cao | cao hơn | nóng | nóng hơn
cao | cao hơn | lớn | lớn hơn
cao | cao hơn | dài | lâu hơn
cao | cao hơn | to | to hơn
cao | cao hơn | thấp | thấp hơn
cao | cao hơn | mới | mới hơn
cao | cao hơn | cũ | lớn hơn
cao | cao hơn | nhanh_chóng | nhanh hơn
cao | cao hơn | an_toàn | an_toàn hơn
cao | cao hơn | ngắn | ngắn hơn
cao | cao hơn | đơn_giản | đơn_giản hơn
cao | cao hơn | chậm | chậm hơn
cao | cao hơn | nhỏ | nhỏ hơn
cao | cao hơn | thông_minh | thông_minh hơn
cao | cao hơn | mạnh_mẽ | mạnh_mẽ hơn
chặt_chẽ | chặt_chẽ hơn | khó_khăn | khó_khăn hơn
chặt_chẽ | chặt_chẽ hơn | ấm_áp | ấm hơn
chặt_chẽ | chặt_chẽ hơn | yếu | yếu hơn
chặt_chẽ | chặt_chẽ hơn | rộng | rộng hơn
chặt_chẽ | chặt_chẽ hơn | trẻ | trẻ hơn
chặt_chẽ | chặt_chẽ hơn | xấu | tệ hơn
chặt_chẽ | chặt_chẽ hơn | lớn | lớn hơn
chặt_chẽ | chặt_chẽ hơn | sáng | sáng hơn
chặt_chẽ | chặt_chẽ hơn | lạnh | lạnh hơn
chặt_chẽ | chặt_chẽ hơn | mát_mẻ | mát
chặt_chẽ | chặt_chẽ hơn | sâu | sâu_sắc hơn
chặt_chẽ | chặt_chẽ hơn | dễ_dàng | dễ_dàng hơn
chặt_chẽ | chặt_chẽ hơn | nhanh_chóng | nhanh hơn
chặt_chẽ | chặt_chẽ hơn | tốt | tốt hơn
chặt_chẽ | chặt_chẽ hơn | tuyệt_vời | lớn hơn
chặt_chẽ | chặt_chẽ hơn | khó_khăn | khó hơn
chặt_chẽ | chặt_chẽ hơn | nặng | nặng hơn
chặt_chẽ | chặt_chẽ hơn | cao | cao hơn
chặt_chẽ | chặt_chẽ hơn | nóng | nóng hơn
chặt_chẽ | chặt_chẽ hơn | lớn | lớn hơn
chặt_chẽ | chặt_chẽ hơn | dài | lâu hơn
chặt_chẽ | chặt_chẽ hơn | to | to hơn
chặt_chẽ | chặt_chẽ hơn | thấp | thấp hơn
chặt_chẽ | chặt_chẽ hơn | mới | mới hơn
chặt_chẽ | chặt_chẽ hơn | cũ | lớn hơn
chặt_chẽ | chặt_chẽ hơn | nhanh_chóng | nhanh hơn
chặt_chẽ | chặt_chẽ hơn | an_toàn | an_toàn hơn
chặt_chẽ | chặt_chẽ hơn | ngắn | ngắn hơn
chặt_chẽ | chặt_chẽ hơn | đơn_giản | đơn_giản hơn
chặt_chẽ | chặt_chẽ hơn | chậm | chậm hơn
chặt_chẽ | chặt_chẽ hơn | nhỏ | nhỏ hơn
chặt_chẽ | chặt_chẽ hơn | thông_minh | thông_minh hơn
chặt_chẽ | chặt_chẽ hơn | mạnh_mẽ | mạnh_mẽ hơn
chặt_chẽ | chặt_chẽ hơn | cao | cao hơn
khó_khăn | khó_khăn hơn | ấm_áp | ấm hơn
khó_khăn | khó_khăn hơn | yếu | yếu hơn
khó_khăn | khó_khăn hơn | rộng | rộng hơn
khó_khăn | khó_khăn hơn | trẻ | trẻ hơn
khó_khăn | khó_khăn hơn | xấu | tệ hơn
khó_khăn | khó_khăn hơn | lớn | lớn hơn
khó_khăn | khó_khăn hơn | sáng | sáng hơn
khó_khăn | khó_khăn hơn | lạnh | lạnh hơn
khó_khăn | khó_khăn hơn | mát_mẻ | mát
khó_khăn | khó_khăn hơn | sâu | sâu_sắc hơn
khó_khăn | khó_khăn hơn | dễ_dàng | dễ_dàng hơn
khó_khăn | khó_khăn hơn | nhanh_chóng | nhanh hơn
khó_khăn | khó_khăn hơn | tốt | tốt hơn
khó_khăn | khó_khăn hơn | tuyệt_vời | lớn hơn
khó_khăn | khó_khăn hơn | khó_khăn | khó hơn
khó_khăn | khó_khăn hơn | nặng | nặng hơn
khó_khăn | khó_khăn hơn | cao | cao hơn
khó_khăn | khó_khăn hơn | nóng | nóng hơn
khó_khăn | khó_khăn hơn | lớn | lớn hơn
khó_khăn | khó_khăn hơn | dài | lâu hơn
khó_khăn | khó_khăn hơn | to | to hơn
khó_khăn | khó_khăn hơn | thấp | thấp hơn
khó_khăn | khó_khăn hơn | mới | mới hơn
khó_khăn | khó_khăn hơn | cũ | lớn hơn
khó_khăn | khó_khăn hơn | nhanh_chóng | nhanh hơn
khó_khăn | khó_khăn hơn | an_toàn | an_toàn hơn
khó_khăn | khó_khăn hơn | ngắn | ngắn hơn
khó_khăn | khó_khăn hơn | đơn_giản | đơn_giản hơn
khó_khăn | khó_khăn hơn | chậm | chậm hơn
khó_khăn | khó_khăn hơn | nhỏ | nhỏ hơn
khó_khăn | khó_khăn hơn | thông_minh | thông_minh hơn
khó_khăn | khó_khăn hơn | mạnh_mẽ | mạnh_mẽ hơn
khó_khăn | khó_khăn hơn | cao | cao hơn
khó_khăn | khó_khăn hơn | chặt_chẽ | chặt_chẽ hơn
ấm_áp | ấm hơn | yếu | yếu hơn
ấm_áp | ấm hơn | rộng | rộng hơn
ấm_áp | ấm hơn | trẻ | trẻ hơn
ấm_áp | ấm hơn | xấu | tệ hơn
ấm_áp | ấm hơn | lớn | lớn hơn
ấm_áp | ấm hơn | sáng | sáng hơn
ấm_áp | ấm hơn | lạnh | lạnh hơn
ấm_áp | ấm hơn | mát_mẻ | mát
ấm_áp | ấm hơn | sâu | sâu_sắc hơn
ấm_áp | ấm hơn | dễ_dàng | dễ_dàng hơn
ấm_áp | ấm hơn | nhanh_chóng | nhanh hơn
ấm_áp | ấm hơn | tốt | tốt hơn
ấm_áp | ấm hơn | tuyệt_vời | lớn hơn
ấm_áp | ấm hơn | khó_khăn | khó hơn
ấm_áp | ấm hơn | nặng | nặng hơn
ấm_áp | ấm hơn | cao | cao hơn
ấm_áp | ấm hơn | nóng | nóng hơn
ấm_áp | ấm hơn | lớn | lớn hơn
ấm_áp | ấm hơn | dài | lâu hơn
ấm_áp | ấm hơn | to | to hơn
ấm_áp | ấm hơn | thấp | thấp hơn
ấm_áp | ấm hơn | mới | mới hơn
ấm_áp | ấm hơn | cũ | lớn hơn
ấm_áp | ấm hơn | nhanh_chóng | nhanh hơn
ấm_áp | ấm hơn | an_toàn | an_toàn hơn
ấm_áp | ấm hơn | ngắn | ngắn hơn
ấm_áp | ấm hơn | đơn_giản | đơn_giản hơn
ấm_áp | ấm hơn | chậm | chậm hơn
ấm_áp | ấm hơn | nhỏ | nhỏ hơn
ấm_áp | ấm hơn | thông_minh | thông_minh hơn
ấm_áp | ấm hơn | mạnh_mẽ | mạnh_mẽ hơn
ấm_áp | ấm hơn | cao | cao hơn
ấm_áp | ấm hơn | chặt_chẽ | chặt_chẽ hơn
ấm_áp | ấm hơn | khó_khăn | khó_khăn hơn
yếu | yếu hơn | rộng | rộng hơn
yếu | yếu hơn | trẻ | trẻ hơn
yếu | yếu hơn | xấu | tệ hơn
yếu | yếu hơn | lớn | lớn hơn
yếu | yếu hơn | sáng | sáng hơn
yếu | yếu hơn | lạnh | lạnh hơn
yếu | yếu hơn | mát_mẻ | mát
yếu | yếu hơn | sâu | sâu_sắc hơn
yếu | yếu hơn | dễ_dàng | dễ_dàng hơn
yếu | yếu hơn | nhanh_chóng | nhanh hơn
yếu | yếu hơn | tốt | tốt hơn
yếu | yếu hơn | tuyệt_vời | lớn hơn
yếu | yếu hơn | khó_khăn | khó hơn
yếu | yếu hơn | nặng | nặng hơn
yếu | yếu hơn | cao | cao hơn
yếu | yếu hơn | nóng | nóng hơn
yếu | yếu hơn | lớn | lớn hơn
yếu | yếu hơn | dài | lâu hơn
yếu | yếu hơn | to | to hơn
yếu | yếu hơn | thấp | thấp hơn
yếu | yếu hơn | mới | mới hơn
yếu | yếu hơn | cũ | lớn hơn
yếu | yếu hơn | nhanh_chóng | nhanh hơn
yếu | yếu hơn | an_toàn | an_toàn hơn
yếu | yếu hơn | ngắn | ngắn hơn
yếu | yếu hơn | đơn_giản | đơn_giản hơn
yếu | yếu hơn | chậm | chậm hơn
yếu | yếu hơn | nhỏ | nhỏ hơn
yếu | yếu hơn | thông_minh | thông_minh hơn
yếu | yếu hơn | mạnh_mẽ | mạnh_mẽ hơn
yếu | yếu hơn | cao | cao hơn
yếu | yếu hơn | chặt_chẽ | chặt_chẽ hơn
yếu | yếu hơn | khó_khăn | khó_khăn hơn
yếu | yếu hơn | ấm_áp | ấm hơn
rộng | rộng hơn | trẻ | trẻ hơn
rộng | rộng hơn | xấu | tệ hơn
rộng | rộng hơn | lớn | lớn hơn
rộng | rộng hơn | sáng | sáng hơn
rộng | rộng hơn | lạnh | lạnh hơn
rộng | rộng hơn | mát_mẻ | mát
rộng | rộng hơn | sâu | sâu_sắc hơn
rộng | rộng hơn | dễ_dàng | dễ_dàng hơn
rộng | rộng hơn | nhanh_chóng | nhanh hơn
rộng | rộng hơn | tốt | tốt hơn
rộng | rộng hơn | tuyệt_vời | lớn hơn
rộng | rộng hơn | khó_khăn | khó hơn
rộng | rộng hơn | nặng | nặng hơn
rộng | rộng hơn | cao | cao hơn
rộng | rộng hơn | nóng | nóng hơn
rộng | rộng hơn | lớn | lớn hơn
rộng | rộng hơn | dài | lâu hơn
rộng | rộng hơn | to | to hơn
rộng | rộng hơn | thấp | thấp hơn
rộng | rộng hơn | mới | mới hơn
rộng | rộng hơn | cũ | lớn hơn
rộng | rộng hơn | nhanh_chóng | nhanh hơn
rộng | rộng hơn | an_toàn | an_toàn hơn
rộng | rộng hơn | ngắn | ngắn hơn
rộng | rộng hơn | đơn_giản | đơn_giản hơn
rộng | rộng hơn | chậm | chậm hơn
rộng | rộng hơn | nhỏ | nhỏ hơn
rộng | rộng hơn | thông_minh | thông_minh hơn
rộng | rộng hơn | mạnh_mẽ | mạnh_mẽ hơn
rộng | rộng hơn | cao | cao hơn
rộng | rộng hơn | chặt_chẽ | chặt_chẽ hơn
rộng | rộng hơn | khó_khăn | khó_khăn hơn
rộng | rộng hơn | ấm_áp | ấm hơn
rộng | rộng hơn | yếu | yếu hơn
trẻ | trẻ hơn | xấu | tệ hơn
trẻ | trẻ hơn | lớn | lớn hơn
trẻ | trẻ hơn | sáng | sáng hơn
trẻ | trẻ hơn | lạnh | lạnh hơn
trẻ | trẻ hơn | mát_mẻ | mát
trẻ | trẻ hơn | sâu | sâu_sắc hơn
trẻ | trẻ hơn | dễ_dàng | dễ_dàng hơn
trẻ | trẻ hơn | nhanh_chóng | nhanh hơn
trẻ | trẻ hơn | tốt | tốt hơn
trẻ | trẻ hơn | tuyệt_vời | lớn hơn
trẻ | trẻ hơn | khó_khăn | khó hơn
trẻ | trẻ hơn | nặng | nặng hơn
trẻ | trẻ hơn | cao | cao hơn
trẻ | trẻ hơn | nóng | nóng hơn
trẻ | trẻ hơn | lớn | lớn hơn
trẻ | trẻ hơn | dài | lâu hơn
trẻ | trẻ hơn | to | to hơn
trẻ | trẻ hơn | thấp | thấp hơn
trẻ | trẻ hơn | mới | mới hơn
trẻ | trẻ hơn | cũ | lớn hơn
trẻ | trẻ hơn | nhanh_chóng | nhanh hơn
trẻ | trẻ hơn | an_toàn | an_toàn hơn
trẻ | trẻ hơn | ngắn | ngắn hơn
trẻ | trẻ hơn | đơn_giản | đơn_giản hơn
trẻ | trẻ hơn | chậm | chậm hơn
trẻ | trẻ hơn | nhỏ | nhỏ hơn
trẻ | trẻ hơn | thông_minh | thông_minh hơn
trẻ | trẻ hơn | mạnh_mẽ | mạnh_mẽ hơn
trẻ | trẻ hơn | cao | cao hơn
trẻ | trẻ hơn | chặt_chẽ | chặt_chẽ hơn
trẻ | trẻ hơn | khó_khăn | khó_khăn hơn
trẻ | trẻ hơn | ấm_áp | ấm hơn
trẻ | trẻ hơn | yếu | yếu hơn
trẻ | trẻ hơn | rộng | rộng hơn
xấu | tệ nhất | lớn | lớn nhất
xấu | tệ nhất | sáng | sáng nhất
xấu | tệ nhất | lạnh | lạnh nhất
xấu | tệ nhất | mát_mẻ | lạnh nhất
xấu | tệ nhất | tối | tối nhất
xấu | tệ nhất | dễ_dàng | dễ nhất
xấu | tệ nhất | nhanh_chóng | nhanh nhất
xấu | tệ nhất | tốt | tốt
xấu | tệ nhất | tuyệt_vời | vĩ_đại nhất
xấu | tệ nhất | cao | cao nhất
xấu | tệ nhất | nóng | nóng nhất
xấu | tệ nhất | lớn | lớn nhất
xấu | tệ nhất | dài | dài nhất
xấu | tệ nhất | thấp | thấp nhất
xấu | tệ nhất | may_mắn | may_mắn nhất
xấu | tệ nhất | cũ | lâu_đời nhất
xấu | tệ nhất | nhanh_chóng | nhanh nhất
xấu | tệ nhất | đơn_giản | đơn_giản nhất
xấu | tệ nhất | ngắn | ngắn nhất
xấu | tệ nhất | chậm | chậm nhất
xấu | tệ nhất | nhỏ | nhỏ nhất
xấu | tệ nhất | thông_minh | thông_minh nhất
xấu | tệ nhất | lạ | lạ_lùng nhất
xấu | tệ nhất | mạnh_mẽ | mạnh nhất
xấu | tệ nhất | ngọt_ngào | ngọt_ngào nhất
xấu | tệ nhất | cao | cao nhất
xấu | tệ nhất | ngon | ngon nhất
xấu | tệ nhất | ấm_áp | ấm nhất
xấu | tệ nhất | yếu | yếu nhất
xấu | tệ nhất | kỳ_lạ | kỳ_lạ nhất
xấu | tệ nhất | rộng | rộng nhất
xấu | tệ nhất | trẻ | út
lớn | lớn nhất | sáng | sáng nhất
lớn | lớn nhất | lạnh | lạnh nhất
lớn | lớn nhất | mát_mẻ | lạnh nhất
lớn | lớn nhất | tối | tối nhất
lớn | lớn nhất | dễ_dàng | dễ nhất
lớn | lớn nhất | nhanh_chóng | nhanh nhất
lớn | lớn nhất | tốt | tốt
lớn | lớn nhất | tuyệt_vời | vĩ_đại nhất
lớn | lớn nhất | cao | cao nhất
lớn | lớn nhất | nóng | nóng nhất
lớn | lớn nhất | lớn | lớn nhất
lớn | lớn nhất | dài | dài nhất
lớn | lớn nhất | thấp | thấp nhất
lớn | lớn nhất | may_mắn | may_mắn nhất
lớn | lớn nhất | cũ | lâu_đời nhất
lớn | lớn nhất | nhanh_chóng | nhanh nhất
lớn | lớn nhất | đơn_giản | đơn_giản nhất
lớn | lớn nhất | ngắn | ngắn nhất
lớn | lớn nhất | chậm | chậm nhất
lớn | lớn nhất | nhỏ | nhỏ nhất
lớn | lớn nhất | thông_minh | thông_minh nhất
lớn | lớn nhất | lạ | lạ_lùng nhất
lớn | lớn nhất | mạnh_mẽ | mạnh nhất
lớn | lớn nhất | ngọt_ngào | ngọt_ngào nhất
